year,life_expectancy,gdp_per_capita,population,number_of_child_deaths,income_per_person,country,continent
1980,44.92,447.37473,7090126,107800,1212,Mali,Africa
1981,45.39,445.0742,7234303,107500,1155,Mali,Africa
1982,45.91,403.67753,7387656,106600,1074,Mali,Africa
1983,46.47,402.52344,7543743,105400,1106,Mali,Africa
1984,46.85,393.54682,7693667,104000,1138,Mali,Africa
1985,47.26,465.02965,7831889,102600,1147,Mali,Africa
1986,48.24,470.1509,7955164,101900,1201,Mali,Africa
1987,48.54,462.9443,8067758,100500,1205,Mali,Africa
1988,48.92,490.28924,8180728,99150,1184,Mali,Africa
1989,49.24,502.85326,8309531,98190,1284,Mali,Africa
1990,49.4,481.25485,8465188,98210,1272,Mali,Africa
1991,50.02,526.13635,8652514,98550,1390,Mali,Africa
1992,50.42,496.81383,8868263,99600,1313,Mali,Africa
1993,50.91,499.22041,9105472,101200,1319,Mali,Africa
1994,51.01,504.35854,9353385,103300,1333,Mali,Africa
1995,51.25,495.69819,9604450,105400,1310,Mali,Africa
1996,51.54,517.08696,9856810,107700,1366,Mali,Africa
1997,52.09,528.26827,10114094,109200,1396,Mali,Africa
1998,51.03,553.66507,10380835,110000,1463,Mali,Africa
1999,53.41,569.70421,10663723,110000,1506,Mali,Africa
2000,53.35,553.57801,10967690,109600,1463,Mali,Africa
2001,53.91,620.28478,11293258,108300,1639,Mali,Africa
2002,54.42,620.55831,11638929,106200,1640,Mali,Africa
2003,55.17,656.49189,12005128,103600,1735,Mali,Africa
2004,55.84,645.92298,12391906,100900,1707,Mali,Africa
2005,56.54,666.25762,12798763,98400,1761,Mali,Africa
2006,57.09,674.74013,13227064,96450,1783,Mali,Africa
2007,57.7,675.40921,13675606,94830,1785,Mali,Africa
2008,58.37,684.49442,14138216,93490,1809,Mali,Africa
2009,58.97,693.54607,14606597,92000,1833,Mali,Africa
2010,59.46,708.37076,15075085,90660,1872,Mali,Africa
2011,59.98,709.39938,15540989,89450,1875,Mali,Africa
2012,60.34,683.0016,16006670,87740,1805,Mali,Africa
2013,60.52,678.75628,16477818,85930,1794,Mali,Africa
2014,60.92,705.78847,16962846,83960,1865,Mali,Africa
2015,61.37,726.24807,17467905,82710,1919,Mali,Africa
1970,69.51,3742.80828,320086,112,4542,Malta,Europe
1971,69.77,3834.02315,320078,112,4687,Malta,Europe
1972,70.14,4061.22012,320317,116,4979,Malta,Europe
1973,70.36,4233.10294,320854,124,5461,Malta,Europe
1974,70.59,4661.10073,321683,129,5966,Malta,Europe
1975,70.69,5532.03936,322821,131,7049,Malta,Europe
1976,70.82,6440.57462,324279,128,8097,Malta,Europe
1977,70.98,7197.15433,326079,123,8843,Malta,Europe
1978,71.01,7917.59386,328201,117,9551,Malta,Europe
1979,71.29,8659.98648,330611,109,10325,Malta,Europe
1980,71.54,9173.78781,333274,102,10943,Malta,Europe
1981,71.89,9408.16482,336193,95,11296,Malta,Europe
1982,72.09,9418.87477,339342,88,11629,Malta,Europe
1983,72.5,9230.17563,342628,80,11707,Malta,Europe
1984,73.05,9315.21348,345948,74,12022,Malta,Europe
1985,73.59,9389.62825,349196,71,12567,Malta,Europe
1986,74.28,9592.80063,352336,69,12918,Malta,Europe
1987,74.87,9918.57833,355387,70,13310,Malta,Europe
1988,75.19,10665.2248,358378,71,14301,Malta,Europe
1989,75.46,11425.79521,361381,71,15334,Malta,Europe
1990,75.73,12026.4033,364431,70,16152,Malta,Europe
1991,75.92,12439.03238,367528,67,16706,Malta,Europe
1992,76.11,12888.88383,370642,62,17310,Malta,Europe
1993,76.51,13332.57544,373784,57,17906,Malta,Europe
1994,76.83,13954.88599,377006,51,18742,Malta,Europe
1995,77.1,14736.87762,380305,47,19792,Malta,Europe
1996,77.29,15193.46201,383710,45,20405,Malta,Europe
1997,77.37,15871.60846,387184,42,21316,Malta,Europe
1998,77.4,16577.03279,390605,41,22263,Malta,Europe
1999,77.35,17256.85159,393805,39,23176,Malta,Europe
2000,77.49,18306.66506,396668,37,24586,Malta,Europe
2001,77.78,18280.21353,399155,34,24551,Malta,Europe
2002,78.11,18685.65569,401303,31,25095,Malta,Europe
2003,78.53,19035.36115,403211,28,25565,Malta,Europe
2004,78.82,18991.7828,405007,25,25506,Malta,Europe
2005,79.14,19585.12427,406787,24,26303,Malta,Europe
2006,79.4,19870.7522,408563,23,26687,Malta,Europe
2007,79.57,20590.95219,410324,24,27654,Malta,Europe
2008,79.74,21142.02081,412128,25,28394,Malta,Europe
2009,80.05,20466.5636,414045,26,27487,Malta,Europe
2010,80.28,21087.79469,416110,26,28321,Malta,Europe
2011,80.44,21276.41025,418367,26,28595,Malta,Europe
2012,80.68,21657.96957,420789,26,29111,Malta,Europe
2013,80.99,22340.75372,423246,25,30142,Malta,Europe
2014,81.22,23676.03236,425570,24,32341,Malta,Europe
2015,81.33,25342.02229,427616,24,34380,Malta,Europe
1960,40.79,158.83011,20986123,260600,815,Myanmar (Burma),Asia
1961,41.41,156.21525,21438025,251400,814,Myanmar (Burma),Asia
1962,42.11,159.18396,21898020,242700,861,Myanmar (Burma),Asia
1963,42.9,176.61194,22371902,234300,862,Myanmar (Burma),Asia
1964,43.8,162.59865,22867741,226300,853,Myanmar (Burma),Asia
1965,44.74,175.95739,23391145,218700,850,Myanmar (Burma),Asia
1966,45.68,163.55346,23944178,211300,791,Myanmar (Burma),Asia
1967,46.56,150.22136,24524548,204200,790,Myanmar (Burma),Asia
1968,47.32,164.29367,25128116,190900,817,Myanmar (Burma),Asia
1969,47.95,165.61208,25748643,189900,826,Myanmar (Burma),Asia
1970,48.45,169.68826,26381431,188600,837,Myanmar (Burma),Asia
1971,49.75,172.4886,27024985,187100,836,Myanmar (Burma),Asia
1972,50.52,172.50809,27680144,184600,814,Myanmar (Burma),Asia
1973,51.24,166.81707,28347341,181500,785,Myanmar (Burma),Asia
1974,51.94,171.61007,29027734,178700,799,Myanmar (Burma),Asia
1975,52.54,174.56169,29721967,176300,806,Myanmar (Burma),Asia
1976,53.25,180.87882,30428034,174500,828,Myanmar (Burma),Asia
1977,53.79,187.23759,31144324,172500,849,Myanmar (Burma),Asia
1978,54.27,194.8865,31872230,171000,878,Myanmar (Burma),Asia
1979,55.04,200.36075,32613888,169500,890,Myanmar (Burma),Asia
1980,55.43,211.36803,33369712,167900,932,Myanmar (Burma),Asia
1981,55.81,219.73554,34139130,166600,951,Myanmar (Burma),Asia
1982,56.18,226.87391,34917895,164900,969,Myanmar (Burma),Asia
1983,56.56,231.66096,35697943,162700,975,Myanmar (Burma),Asia
1984,56.94,237.94933,36468888,159300,986,Myanmar (Burma),Asia
1985,57.31,239.77968,37222296,154900,979,Myanmar (Burma),Asia
1986,57.67,232.65018,37957332,149100,935,Myanmar (Burma),Asia
1987,57.93,219.19683,38673241,142100,867,Myanmar (Burma),Asia
1988,57.96,190.91185,39362142,134300,743,Myanmar (Burma),Asia
1989,58.41,194.7374,40014862,126900,746,Myanmar (Burma),Asia
1990,58.59,197.20985,40626250,120700,743,Myanmar (Burma),Asia
1991,58.75,193.24447,41190156,115500,728,Myanmar (Burma),Asia
1992,58.93,209.26521,41711465,111500,788,Myanmar (Burma),Asia
1993,59.11,219.28388,42209778,108400,826,Myanmar (Burma),Asia
1994,59.36,232.9094,42712223,105800,877,Myanmar (Burma),Asia
1995,59.56,246.06427,43237792,103500,927,Myanmar (Burma),Asia
1996,59.9,258.59507,43793310,101500,974,Myanmar (Burma),Asia
1997,60.14,269.64953,44371525,99600,1016,Myanmar (Burma),Asia
1998,60.45,281.7317,44959935,97740,1061,Myanmar (Burma),Asia
1999,60.77,308.59011,45539435,95800,1163,Myanmar (Burma),Asia
2000,61.13,346.77465,46095462,93820,1306,Myanmar (Burma),Asia
2001,61.54,381.70301,46627994,92220,1438,Myanmar (Burma),Asia
2002,61.98,422.9584,47140220,90250,1593,Myanmar (Burma),Asia
2003,62.5,476.61244,47624894,87920,1796,Myanmar (Burma),Asia
2004,63.04,536.2101,48073707,84880,2020,Myanmar (Burma),Asia
2005,63.6,603.83209,48482614,81340,2275,Myanmar (Burma),Asia
2006,64.28,677.70365,48846474,77210,2553,Myanmar (Burma),Asia
2007,64.95,753.95189,49171586,72570,2840,Myanmar (Burma),Asia
2008,59.78,826.0947,49479752,94930,3112,Myanmar (Burma),Asia
2009,66.22,907.36239,49800690,63250,3418,Myanmar (Burma),Asia
2010,66.84,987.73658,50155896,59300,3721,Myanmar (Burma),Asia
2011,67.37,1034.77236,50553031,55570,3898,Myanmar (Burma),Asia
2012,67.97,1101.20617,50986514,52580,4149,Myanmar (Burma),Asia
2013,68.53,1183.27924,51448196,50150,4458,Myanmar (Burma),Asia
2014,69.06,1266.12409,51924182,48050,4770,Myanmar (Burma),Asia
2015,69.52,1342.26306,52403669,46280,5071,Myanmar (Burma),Asia
1981,59.22,1440.62457,1733475,10010,2223,Mongolia,Asia
1982,59.55,1521.95119,1777727,9814,2587,Mongolia,Asia
1983,59.94,1570.55459,1823216,9680,2911,Mongolia,Asia
1984,60.41,1621.17342,1871090,9558,3256,Mongolia,Asia
1985,60.87,1668.49739,1921881,9430,3188,Mongolia,Asia
1986,61.45,1774.66025,1976309,9291,3359,Mongolia,Asia
1987,61.98,1784.53974,2033343,9121,3573,Mongolia,Asia
1988,62.16,1825.09584,2089714,8870,3694,Mongolia,Asia
1989,62.34,1855.79957,2141008,8486,3609,Mongolia,Asia
1990,62.52,1761.21739,2184145,7930,5123,Mongolia,Asia
1991,62.56,1583.61799,2217918,7308,4606,Mongolia,Asia
1992,62.45,1420.64361,2243502,6529,4132,Mongolia,Asia
1993,62.24,1363.65347,2263200,5709,3966,Mongolia,Asia
1994,62.08,1382.19593,2280496,4977,4020,Mongolia,Asia
1995,61.73,1459.10628,2298039,4398,4244,Mongolia,Asia
1996,61.55,1479.78785,2316567,3939,4304,Mongolia,Asia
1997,61.71,1524.8601,2335695,3634,4435,Mongolia,Asia
1998,61.99,1562.48056,2355590,3427,4545,Mongolia,Asia
1999,62.41,1596.51171,2376162,3240,4643,Mongolia,Asia
2000,62.82,1600.47948,2397436,3029,4655,Mongolia,Asia
2001,63.15,1632.52467,2419776,2790,4748,Mongolia,Asia
2002,63.38,1693.08114,2443659,2547,4924,Mongolia,Asia
2003,63.53,1792.87317,2469286,2325,5215,Mongolia,Asia
2004,63.71,1961.49189,2496832,2158,5705,Mongolia,Asia
2005,63.99,2079.11237,2526446,2053,6047,Mongolia,Asia
2006,64.5,2229.15454,2558012,2006,6484,Mongolia,Asia
2007,65.11,2425.68184,2591670,1994,7055,Mongolia,Asia
2008,65.64,2604.92892,2628131,1997,7576,Mongolia,Asia
2009,65.94,2533.17574,2668289,1985,7368,Mongolia,Asia
2010,66.18,2650.35365,2712650,1946,7709,Mongolia,Asia
2011,66.59,3053.61227,2761516,1893,8881,Mongolia,Asia
2012,67.05,3365.57198,2814226,1826,9789,Mongolia,Asia
2013,67.56,3685.74785,2869107,1751,10720,Mongolia,Asia
2014,68.04,3901.8666,2923896,1673,11349,Mongolia,Asia
2015,68.21,3923.62847,2976877,1581,11409,Mongolia,Asia
1980,50.26,190.47947,11848331,145300,421,Mozambique,Africa
1981,47.64,195.3097,12133074,149000,419,Mozambique,Africa
1982,47.8,177.78662,12409243,151500,400,Mozambique,Africa
1983,47.81,146.93215,12657708,152600,365,Mozambique,Africa
1984,45.2,135.28594,12853780,152000,351,Mozambique,Africa
1985,45.11,135.26419,12984405,149900,315,Mozambique,Africa
1986,47,131.64638,13034385,148100,317,Mozambique,Africa
1987,47.16,151.15523,13020861,144600,335,Mozambique,Africa
1988,50.25,163.78024,13002553,141100,364,Mozambique,Africa
1989,50.57,173.66386,13059613,139200,379,Mozambique,Africa
1990,50.66,172.91087,13247649,140500,379,Mozambique,Africa
1991,50.81,176.78857,13591970,141200,387,Mozambique,Africa
1992,50.93,161.83382,14071231,144200,354,Mozambique,Africa
1993,51.01,169.21823,14636995,148200,370,Mozambique,Africa
1994,51.21,172.79256,15217044,151300,378,Mozambique,Africa
1995,51.23,170.58171,15759132,152100,373,Mozambique,Africa
1996,51.24,209.86166,16248232,151400,459,Mozambique,Africa
1997,51.18,226.30392,16701351,148500,495,Mozambique,Africa
1998,51.32,246.7101,17136780,143800,540,Mozambique,Africa
1999,51.4,259.23183,17584869,138900,568,Mozambique,Africa
2000,51.32,256.53938,18067687,134500,562,Mozambique,Africa
2001,51.78,281.06769,18588758,130600,615,Mozambique,Africa
2002,51.84,296.98349,19139658,127100,650,Mozambique,Africa
2003,52.09,307.03407,19716598,123800,672,Mozambique,Africa
2004,52.27,321.30288,20312705,120700,703,Mozambique,Africa
2005,52.35,339.13224,20923070,117600,742,Mozambique,Africa
2006,52.61,361.74504,21547463,114700,792,Mozambique,Africa
2007,52.92,377.38327,22188387,109700,826,Mozambique,Africa
2008,53.62,391.71015,22846758,105600,858,Mozambique,Africa
2009,54.08,404.59696,23524063,101700,886,Mozambique,Africa
2010,54.48,419.22581,24221405,98980,918,Mozambique,Africa
2011,55.05,436.14318,24939005,95500,955,Mozambique,Africa
2012,55.63,454.10682,25676606,90500,994,Mozambique,Africa
2013,56.51,472.59064,26434372,86760,1035,Mozambique,Africa
2014,57.9,493.2533,27212382,83760,1080,Mozambique,Africa
2015,58.96,510.79359,28010691,82390,1118,Mozambique,Africa
1960,47.55,791.08535,858168,10250,1674,Mauritania,Africa
1961,48.33,888.01585,883221,10240,1944,Mauritania,Africa
1962,49.11,868.93504,909174,10170,1886,Mauritania,Africa
1963,49.85,827.27338,936016,10060,1755,Mauritania,Africa
1964,50.57,1025.95706,963747,9941,2257,Mauritania,Africa
1965,51.24,1157.16553,992367,9857,2547,Mauritania,Africa
1966,51.87,1126.33856,1021882,9779,2535,Mauritania,Africa
1967,52.48,1132.81205,1052286,9684,2596,Mauritania,Africa
1968,53.08,1212.26355,1083583,9612,2796,Mauritania,Africa
1969,53.65,1191.97261,1115788,9594,2722,Mauritania,Africa
1970,54.22,1296.36165,1148908,9660,2970,Mauritania,Africa
1971,54.49,1282.25462,1182954,9799,2963,Mauritania,Africa
1972,54.8,1236.29234,1217941,9985,2964,Mauritania,Africa
1973,55,1145.80653,1253874,10180,2745,Mauritania,Africa
1974,55.28,1248.41135,1290790,10360,2987,Mauritania,Africa
1975,54.76,1150.53495,1328686,10470,2758,Mauritania,Africa
1976,55.12,1213.35833,1367563,10530,2938,Mauritania,Africa
1977,55.47,1156.83529,1407436,10530,2858,Mauritania,Africa
1978,55.76,1118.43301,1448414,10470,2803,Mauritania,Africa
1979,56.83,1138.83473,1490603,10390,2885,Mauritania,Africa
1980,57.16,1143.86,1534085,10320,2948,Mauritania,Africa
1981,57.51,1149.71163,1578938,10260,3005,Mauritania,Africa
1982,57.81,1090.89903,1625124,10170,2887,Mauritania,Africa
1983,58.1,1099.59489,1672496,10040,2969,Mauritania,Africa
1984,58.35,1034.2349,1720812,9888,2698,Mauritania,Africa
1985,58.62,1035.63975,1769942,9709,2716,Mauritania,Africa
1986,59.27,1064.72662,1819954,9546,2807,Mauritania,Africa
1987,59.61,1055.37224,1870978,9403,2829,Mauritania,Africa
1988,60.25,1044.48609,1923002,9310,2867,Mauritania,Africa
1989,59.99,1065.01874,1976030,9262,2906,Mauritania,Africa
1990,59.96,1018.27052,2030140,9285,2807,Mauritania,Africa
1991,60.63,1009.10877,2085202,9348,2781,Mauritania,Africa
1992,60.89,1001.02076,2141445,9447,2759,Mauritania,Africa
1993,61.17,1031.7071,2199791,9600,2844,Mauritania,Africa
1994,61.21,972.88075,2261403,9781,2682,Mauritania,Africa
1995,61.62,1038.26412,2327075,10010,2862,Mauritania,Africa
1996,61.77,1066.51937,2397245,10250,2940,Mauritania,Africa
1997,62.33,992.59553,2471598,10500,2736,Mauritania,Africa
1998,62.7,989.10332,2549223,10760,2726,Mauritania,Africa
1999,63.24,1033.13926,2628803,11000,2848,Mauritania,Africa
2000,63.7,998.10697,2709359,11280,2751,Mauritania,Africa
2001,64.03,988.47025,2790729,11520,2725,Mauritania,Africa
2002,64.55,966.47293,2873228,11790,2664,Mauritania,Africa
2003,65,995.19465,2957117,12020,2743,Mauritania,Africa
2004,65.35,1022.75037,3042823,12180,2819,Mauritania,Africa
2005,65.69,1083.19527,3130720,12250,2986,Mauritania,Africa
2006,66.41,1251.63016,3220653,12300,3450,Mauritania,Africa
2007,66.91,1251.15438,3312665,12260,3449,Mauritania,Africa
2008,67.38,1229.45439,3407541,12170,3389,Mauritania,Africa
2009,67.79,1182.37837,3506288,12050,3259,Mauritania,Africa
2010,68.23,1203.38366,3609543,11920,3317,Mauritania,Africa
2011,68.61,1223.3446,3717672,11800,3372,Mauritania,Africa
2012,68.96,1256.20197,3830239,11630,3463,Mauritania,Africa
2013,69.28,1293.55549,3946170,11470,3566,Mauritania,Africa
2014,69.64,1326.15865,4063920,11270,3655,Mauritania,Africa
2015,69.95,1306.64958,4182341,11050,3602,Mauritania,Africa
1976,63.38,2343.41252,906929,1271,4628,Mauritius,Africa
1977,63.97,2456.54853,922320,1135,4855,Mauritius,Africa
1978,64.69,2517.53795,937821,1037,4959,Mauritius,Africa
1979,65.42,2561.10373,952588,964,5047,Mauritius,Africa
1980,66.02,2264.914,966031,904,4465,Mauritius,Africa
1981,66.55,2362.86655,978069,845,4659,Mauritius,Africa
1982,67.05,2462.46847,988892,775,4858,Mauritius,Africa
1983,67.27,2449.29007,998631,694,4834,Mauritius,Africa
1984,67.38,2537.6904,1007501,634,5019,Mauritius,Africa
1985,67.69,2692.08034,1015762,613,5325,Mauritius,Africa
1986,68.03,2931.8434,1023279,612,5809,Mauritius,Africa
1987,68.4,3168.7207,1030178,588,6344,Mauritius,Africa
1988,68.71,3360.70459,1037260,535,6722,Mauritius,Africa
1989,69.08,3483.97829,1045592,483,6960,Mauritius,Africa
1990,69.4,3707.85678,1055868,453,7387,Mauritius,Africa
1991,69.66,3830.74132,1068439,445,7632,Mauritius,Africa
1992,69.84,4026.8923,1082956,463,8022,Mauritius,Africa
1993,69.97,4181.67106,1098592,496,8331,Mauritius,Africa
1994,70.16,4294.08812,1114137,530,8555,Mauritius,Africa
1995,70.4,4439.86281,1128673,551,8845,Mauritius,Africa
1996,70.64,4640.25303,1141948,547,9244,Mauritius,Africa
1997,70.86,4843.14425,1154140,507,9649,Mauritius,Africa
1998,71.11,5083.42334,1165283,439,10127,Mauritius,Africa
1999,71.32,5150.2499100000005,1175574,372,10260,Mauritius,Africa
2000,71.47,5560.23465,1185145,322,11077,Mauritius,Africa
2001,71.69,5658.44969,1193917,294,11273,Mauritius,Africa
2002,71.8,5738.05597,1201812,288,11431,Mauritius,Africa
2003,71.95,5905.00121,1208994,297,11764,Mauritius,Africa
2004,72.18,6205.2532,1215677,311,12362,Mauritius,Africa
2005,72.39,6245.19696,1222003,317,12442,Mauritius,Africa
2006,72.54,6746.88662,1228098,313,13441,Mauritius,Africa
2007,72.75,7100.86182,1233911,296,14146,Mauritius,Africa
2008,72.97,7456.36925,1239293,269,14855,Mauritius,Africa
2009,73.2,7683.12492,1244024,241,15306,Mauritius,Africa
2010,73.42,8000.37643,1247955,221,15938,Mauritius,Africa
2011,73.77,8313.27125,1251023,208,16562,Mauritius,Africa
2012,74.05,8580.08565,1253371,201,17093,Mauritius,Africa
2013,74.19,8848.88703,1255290,198,17629,Mauritius,Africa
2014,74.29,9163.63335,1257219,195,18256,Mauritius,Africa
2015,74.49,9468.9407,1259456,192,18864,Mauritius,Africa
1960,40.27,241.18609,3618595,67960,522,Malawi,Africa
1961,40.53,253.89834,3700023,69630,538,Malawi,Africa
1962,40.79,249.89398,3784439,71300,526,Malawi,Africa
1963,41.03,240.83796,3872118,72970,505,Malawi,Africa
1964,41.28,241.55146,3963417,71240,483,Malawi,Africa
1965,41.54,268.00121,4058673,72630,537,Malawi,Africa
1966,41.84,296.24969,4158124,74350,579,Malawi,Africa
1967,42.18,310.07477,4262005,76330,621,Malawi,Africa
1968,42.58,296.55221,4370650,78450,600,Malawi,Africa
1969,43.02,306.02908,4484439,80440,624,Malawi,Africa
1970,43.51,299.52855,4603723,82230,620,Malawi,Africa
1971,44.1,338.90726,4728703,83450,694,Malawi,Africa
1972,44.73,350.32747,4859610,83860,748,Malawi,Africa
1973,45.3,348.53782,4996940,83610,791,Malawi,Africa
1974,45.86,363.067,5141202,83120,823,Malawi,Africa
1975,46.4,374.13363,5292808,82700,833,Malawi,Africa
1976,46.92,381.17248,5454705,82030,844,Malawi,Africa
1977,47.39,387.6367,5627533,80990,865,Malawi,Africa
1978,48.05,412.27568,5806845,79860,921,Malawi,Africa
1979,48.85,417.49536,5986332,78630,941,Malawi,Africa
1980,49.37,407.17166,6163080,77600,924,Malawi,Africa
1981,49.67,375.60706,6327569,76800,805,Malawi,Africa
1982,49.93,375.69538,6484452,76400,800,Malawi,Africa
1983,50.06,379.31801,6661358,77230,815,Malawi,Africa
1984,50.16,386.0562,6895928,80450,823,Malawi,Africa
1985,50.07,386.05806,7211105,86180,829,Malawi,Africa
1986,49.81,364.3035,7625305,92040,805,Malawi,Africa
1987,49.6,347.66513,8120093,98370,754,Malawi,Africa
1988,49.36,337.24585,8636935,103900,738,Malawi,Africa
1989,48.96,324.57889,9094671,106600,734,Malawi,Africa
1990,48.72,330.59112,9437553,105600,744,Malawi,Africa
1991,48.35,351.86164,9641153,104500,792,Malawi,Africa
1992,47.86,323.09177,9729717,100300,727,Malawi,Africa
1993,47.31,353.45571,9755857,94840,796,Malawi,Africa
1994,46.56,315.92962,9796976,90500,711,Malawi,Africa
1995,46.01,364.60851,9909088,88430,821,Malawi,Africa
1996,45.43,383.51789,10109789,87130,863,Malawi,Africa
1997,45.02,387.63064,10381862,87010,873,Malawi,Africa
1998,44.57,390.58249,10704744,86960,879,Malawi,Africa
1999,44.42,390.08937,11044356,85640,878,Malawi,Africa
2000,44.73,384.68017,11376172,82500,866,Malawi,Africa
2001,45.15,355.55085,11695863,77770,800,Malawi,Africa
2002,45.55,352.02845,12013711,71960,792,Malawi,Africa
2003,46.21,362.37194,12336687,66370,816,Malawi,Africa
2004,46.82,371.78737,12676038,62000,837,Malawi,Africa
2005,47.62,373.23212,13039711,59020,840,Malawi,Africa
2006,48.47,379.43861,13429262,57240,854,Malawi,Africa
2007,49.49,403.4946,13840969,56310,908,Malawi,Africa
2008,50.6,421.22614,14271234,55400,948,Malawi,Africa
2009,51.84,442.55728,14714602,54460,996,Malawi,Africa
2010,53.07,458.86817,15167095,53220,1033,Malawi,Africa
2011,54.53,466.96334,15627618,50360,1051,Malawi,Africa
2012,56.12,461.88734,16097305,46620,1040,Malawi,Africa
2013,57.5,471.84047,16577147,43400,1062,Malawi,Africa
2014,58.52,484.36862,17068838,41190,1090,Malawi,Africa
2015,59.44,483.62881,17573607,40050,1089,Malawi,Africa
1960,59.59,1353.84563,8157106,30180,3004,Malaysia,Asia
1961,60.17,1411.48665,8418460,29520,3132,Malaysia,Asia
1962,60.74,1454.71008,8692815,29030,3227,Malaysia,Asia
1963,61.28,1512.52828,8974084,28530,3298,Malaysia,Asia
1964,61.8,1545.38739,9253963,27790,3421,Malaysia,Asia
